gufi,timestamp,departure_runway_actual,departure_runway_actual_time,arrival_runway_actual,arrival_runway_actual_time
DAL794.CLT.SLC.201204.1227.0036.TFM,2020-12-05 12:48:00,36C,2020-12-05 12:48:00,,
JIA5195.CRW.CLT.201204.1147.0023.TFM,2020-12-05 12:48:07,,,36L,2020-12-05 12:48:07
PDT6030.SBY.CLT.201204.1127.0077.TFM,2020-12-05 12:48:28,,,36R,2020-12-05 12:48:28
GJS4551.CLT.EWR.201204.1237.0058.TFM,2020-12-05 12:48:50,36C,2020-12-05 12:48:50,,
JIA5441.SAV.CLT.201204.1147.0037.TFM,2020-12-05 12:49:32,,,36L,2020-12-05 12:49:32
AAL2493.EWR.CLT.201204.1107.0032.TFM,2020-12-05 12:50:10,,,36R,2020-12-05 12:50:10
JIA5116.FNT.CLT.201204.1107.0027.TFM,2020-12-05 12:51:05,,,36L,2020-12-05 12:51:05
JIA5511.DAB.CLT.201204.1137.0031.TFM,2020-12-05 12:52:14,,,36R,2020-12-05 12:52:14
JIA5452.AVP.CLT.201204.1112.0037.TFM,2020-12-05 12:52:49,,,36L,2020-12-05 12:52:49
EDV4823.CLT.MSP.201204.1242.0046.TFM,2020-12-05 12:53:11,36C,2020-12-05 12:53:11,,
AAL320.BDL.CLT.201204.1102.0036.TFM,2020-12-05 12:53:40,,,36R,2020-12-05 12:53:40
JIA5072.TYS.CLT.201204.1157.0175.TFM,2020-12-05 12:54:02,,,36L,2020-12-05 12:54:02
AAL89.PBI.CLT.201204.1117.0013.TFM,2020-12-05 12:54:39,,,36C,2020-12-05 12:54:39
RPA4666.BUF.CLT.201204.1107.0006.TFM,2020-12-05 12:55:28,,,36R,2020-12-05 12:55:28
JIA5058.GSP.CLT.201204.1227.0049.TFM,2020-12-05 12:55:33,,,36L,2020-12-05 12:55:33
JIA5439.PVD.CLT.201204.1102.0017.TFM,2020-12-05 12:56:49,,,36R,2020-12-05 12:56:49
AAL2722.MEM.CLT.201204.1132.0017.TFM,2020-12-05 12:57:08,,,36L,2020-12-05 12:57:08
AAL937.MYR.CLT.201204.1152.0010.TFM,2020-12-05 12:58:00,,,36C,2020-12-05 12:58:00
AAL400.DCA.CLT.201204.1147.0030.TFM,2020-12-05 12:58:35,,,36R,2020-12-05 12:58:35
JIA5657.CHA.CLT.201204.1147.0033.TFM,2020-12-05 12:58:42,,,36L,2020-12-05 12:58:42
JIA5495.CAK.CLT.201204.1137.0023.TFM,2020-12-05 13:00:14,,,36R,2020-12-05 13:00:14
RPA4849.CMH.CLT.201204.1147.0027.TFM,2020-12-05 13:00:15,,,36L,2020-12-05 13:00:15
AAL683.RDU.CLT.201204.1157.0218.TFM,2020-12-05 13:01:52,,,36R,2020-12-05 13:01:52
JIA5221.LEX.CLT.201204.1147.0036.TFM,2020-12-05 13:02:04,,,36L,2020-12-05 13:02:04
AAL2643.JFK.CLT.201204.1122.0007.TFM,2020-12-05 13:03:16,,,36R,2020-12-05 13:03:16
AAL2929.BNA.CLT.201204.1157.0213.TFM,2020-12-05 13:03:35,,,36L,2020-12-05 13:03:35
AAL628.LGA.CLT.201204.1127.0098.TFM,2020-12-05 13:05:03,,,36R,2020-12-05 13:05:03
JIA5092.GRR.CLT.201204.1117.0012.TFM,2020-12-05 13:05:05,,,36L,2020-12-05 13:05:05
JIA5410.CAE.CLT.201204.1212.0036.TFM,2020-12-05 13:06:37,,,36L,2020-12-05 13:06:37
AAL2237.ILM.CLT.201204.1147.0038.TFM,2020-12-05 13:06:37,,,36R,2020-12-05 13:06:37
AAL342.MIA.CLT.201204.1122.0011.TFM,2020-12-05 13:07:54,,,36C,2020-12-05 13:07:54
RPA4713.SDF.CLT.201204.1147.0011.TFM,2020-12-05 13:08:11,,,36L,2020-12-05 13:08:11
FDX816.CLT.MEM.201204.1343.0035.TFM,2020-12-05 13:08:26,36R,2020-12-05 13:08:26,,
JIA5656.AGS.CLT.201204.1147.0034.TFM,2020-12-05 13:09:30,,,36L,2020-12-05 13:09:30
JIA5036.OAJ.CLT.201204.1147.0031.TFM,2020-12-05 13:09:42,,,36R,2020-12-05 13:09:42
JIA5030.STL.CLT.201204.1132.0015.TFM,2020-12-05 13:10:58,,,36L,2020-12-05 13:10:58
JIA5302.GNV.CLT.201204.1147.0020.TFM,2020-12-05 13:12:31,,,36L,2020-12-05 13:12:31
RPA4679.IND.CLT.201204.1137.0020.TFM,2020-12-05 13:13:46,,,36L,2020-12-05 13:13:46
FDX3640.CLT.IND.201204.1413.0064.TFM,2020-12-05 13:13:49,36R,2020-12-05 13:13:49,,
JIA5097.HPN.CLT.201204.1117.0010.TFM,2020-12-05 13:15:35,,,36L,2020-12-05 13:15:35
JIA9946.GSP.CLT.201205.1127.0010.TFM,2020-12-05 13:17:14,,,36L,2020-12-05 13:17:14
JIA5591.BHM.CLT.201204.1157.0173.TFM,2020-12-05 13:17:16,,,36R,2020-12-05 13:17:16
LN209CM.CLT.EQY.201205.1136.0002.TFM,2020-12-05 13:18:53,36R,2020-12-05 13:18:53,,
JIA5636.SGF.CLT.201204.1132.0020.TFM,2020-12-05 13:19:43,,,36R,2020-12-05 13:19:43
EJA324.CLT.BHM.201205.0143.0001.TFM,2020-12-05 13:21:35,36R,2020-12-05 13:21:35,,
ASH6293.CLT.IAD.201204.1312.0036.TFM,2020-12-05 13:26:32,36C,2020-12-05 13:26:32,,
AAL359.BOS.CLT.201204.1057.0141.TFM,2020-12-05 13:30:59,,,36R,2020-12-05 13:30:59
SKW5604.CLT.DEN.201204.1327.0088.TFM,2020-12-05 13:36:46,36C,2020-12-05 13:36:46,,
AAL1092.BOS.CLT.201204.1142.0025.TFM,2020-12-05 13:41:30,,,36R,2020-12-05 13:41:30
RPA4832.PIT.CLT.201204.1142.0036.TFM,2020-12-05 13:49:27,,,36C,2020-12-05 13:49:27
SWA2247.CLT.BWI.201204.1337.0043.TFM,2020-12-05 13:52:52,36C,2020-12-05 13:52:52,,
JIA5496.YYZ.CLT.201204.1212.0033.TFM,2020-12-05 13:57:16,,,36R,2020-12-05 13:57:16
AAL768.PIT.CLT.201204.1257.0221.TFM,2020-12-05 14:04:18,,,36R,2020-12-05 14:04:18
AAL609.BWI.CLT.201204.1252.0021.TFM,2020-12-05 14:10:00,,,36C,2020-12-05 14:10:00
RPA4512.CLT.SYR.201204.1407.0020.TFM,2020-12-05 14:12:03,36C,2020-12-05 14:12:03,,
JIA5587.MLB.CLT.201204.1247.0051.TFM,2020-12-05 14:12:40,,,36C,2020-12-05 14:12:40
AAL895.CLT.CUN.201204.1407.0060.TFM,2020-12-05 14:14:26,36C,2020-12-05 14:14:26,,
AAL876.FLL.CLT.201204.1242.0030.TFM,2020-12-05 14:14:37,,,36C,2020-12-05 14:14:37
JIA5571.CLT.GNV.201204.1402.0022.TFM,2020-12-05 14:15:15,36R,2020-12-05 14:15:15,,
JIA5150.BTV.CLT.201204.1212.0043.TFM,2020-12-05 14:16:01,,,36R,2020-12-05 14:16:01
AAL836.CLT.SJD.201204.1407.0074.TFM,2020-12-05 14:16:29,36C,2020-12-05 14:16:29,,
JIA5048.AVL.CLT.201204.1347.0032.TFM,2020-12-05 14:16:59,,,36L,2020-12-05 14:16:59
AAL1852.CLT.SJU.201204.1402.0050.TFM,2020-12-05 14:17:36,36C,2020-12-05 14:17:36,,
PDT6118.CLT.PHF.201204.1407.0032.TFM,2020-12-05 14:17:42,36R,2020-12-05 14:17:42,,
AAL1805.RDU.CLT.201204.1332.0070.TFM,2020-12-05 14:19:29,,,36R,2020-12-05 14:19:29
AAL519.CLT.ANU.201204.1412.0114.TFM,2020-12-05 14:19:44,36C,2020-12-05 14:19:44,,
RPA5677.CLT.DTW.201204.1407.0036.TFM,2020-12-05 14:20:24,36C,2020-12-05 14:20:24,,
JIA5555.JAN.CLT.201204.1257.0156.TFM,2020-12-05 14:20:45,,,36L,2020-12-05 14:20:45
RPA4731.CLT.ATL.201204.1407.0027.TFM,2020-12-05 14:21:09,36C,2020-12-05 14:21:09,,
AAL1732.CLT.RSW.201204.1407.0065.TFM,2020-12-05 14:21:18,36R,2020-12-05 14:21:18,,
N243V.CLT.BQK.201204.2253.0007.TFM,2020-12-05 14:22:12,36R,2020-12-05 14:22:12,,
JIA5346.CLT.LEX.201204.1407.0084.TFM,2020-12-05 14:22:39,36C,2020-12-05 14:22:39,,
N804AC.CLT.SUA.201204.1347.0050.TFM,2020-12-05 14:23:30,36R,2020-12-05 14:23:30,,
DAL1680.ATL.CLT.201204.1312.0038.TFM,2020-12-05 14:24:03,,,36L,2020-12-05 14:24:03
AAL2633.CLT.DCA.201204.1412.0118.TFM,2020-12-05 14:24:30,36R,2020-12-05 14:24:30,,
PDT6126.CLT.MGM.201204.1412.0024.TFM,2020-12-05 14:24:40,36C,2020-12-05 14:24:40,,
JIA5381.CLT.MHT.201204.1407.0030.TFM,2020-12-05 14:25:34,36R,2020-12-05 14:25:34,,
AAL545.TPA.CLT.201204.1307.0051.TFM,2020-12-05 14:25:37,,,36L,2020-12-05 14:25:37
JIA5136.CLT.MSY.201204.1407.0093.TFM,2020-12-05 14:25:55,36C,2020-12-05 14:25:55,,
JIA5519.CLT.IAD.201204.1402.0040.TFM,2020-12-05 14:26:30,36R,2020-12-05 14:26:30,,
AAL2096.MEM.CLT.201204.1307.0033.TFM,2020-12-05 14:27:21,,,36L,2020-12-05 14:27:21
JIA5454.CLT.PIA.201204.1412.0025.TFM,2020-12-05 14:27:38,36C,2020-12-05 14:27:38,,
RPA4919.CLT.ALB.201204.1412.0036.TFM,2020-12-05 14:27:46,36R,2020-12-05 14:27:46,,
AAL706.RSW.CLT.201204.1257.0230.TFM,2020-12-05 14:28:46,,,36L,2020-12-05 14:28:46
AAL2377.CLT.SAT.201204.1417.0071.TFM,2020-12-05 14:29:00,36C,2020-12-05 14:29:00,,
AAL512.CLT.POP.201204.1407.0071.TFM,2020-12-05 14:29:05,36R,2020-12-05 14:29:05,,
AAL1678.LGA.CLT.201204.1252.0034.TFM,2020-12-05 14:30:02,,,36R,2020-12-05 14:30:02
JIA5276.ERI.CLT.201204.1317.0071.TFM,2020-12-05 14:30:15,,,36L,2020-12-05 14:30:15
AAL1575.EWR.CLT.201204.1252.0024.TFM,2020-12-05 14:31:10,,,36C,2020-12-05 14:31:10
AAL1687.MSY.CLT.201204.1302.0046.TFM,2020-12-05 14:31:29,,,36L,2020-12-05 14:31:29
RPA4678.CLT.EYW.201204.1417.0037.TFM,2020-12-05 14:31:42,36R,2020-12-05 14:31:42,,
JIA5074.MHT.CLT.201204.1222.0037.TFM,2020-12-05 14:32:20,,,36R,2020-12-05 14:32:20
AAL1229.AUS.CLT.201204.1212.0068.TFM,2020-12-05 14:33:00,,,36L,2020-12-05 14:33:00
JIA5026.CLT.LIT.201204.1417.0038.TFM,2020-12-05 14:33:29,36C,2020-12-05 14:33:29,,
JIA5642.CLT.ILM.201204.1412.0019.TFM,2020-12-05 14:33:55,36R,2020-12-05 14:33:55,,
JIA5050.CVG.CLT.201204.1307.0026.TFM,2020-12-05 14:34:16,,,36L,2020-12-05 14:34:16
AAL178.CLT.DFW.201204.1422.0041.TFM,2020-12-05 14:34:53,36C,2020-12-05 14:34:53,,
RPA4739.CLT.GGT.201204.2302.0014.TFM_TFDM,2020-12-05 14:35:30,36R,2020-12-05 14:35:30,,
RPA4668.SDF.CLT.201204.1327.0068.TFM,2020-12-05 14:35:30,,,36L,2020-12-05 14:35:30
JIA5498.CLT.ROC.201204.1427.0064.TFM,2020-12-05 14:35:31,36C,2020-12-05 14:35:31,,
PDT6106.CLT.CHA.201204.1417.0019.TFM,2020-12-05 14:36:13,36C,2020-12-05 14:36:13,,
JIA5437.SRQ.CLT.201204.1302.0085.TFM,2020-12-05 14:37:04,,,36L,2020-12-05 14:37:04
JIA5175.DAB.CLT.201204.1327.0125.TFM,2020-12-05 14:37:35,,,36C,2020-12-05 14:37:35
JIA5487.CLT.RIC.201204.1417.0025.TFM,2020-12-05 14:37:46,36R,2020-12-05 14:37:46,,
AAL2939.MCO.CLT.201204.1312.0057.TFM,2020-12-05 14:38:16,,,36L,2020-12-05 14:38:16
N311TG.MQJ.CLT.201205.1138.0008.TFM,2020-12-05 14:38:35,,,36R,2020-12-05 14:38:35
AAL2507.CLT.DEN.201204.1417.0061.TFM,2020-12-05 14:39:25,36C,2020-12-05 14:39:25,,
JIA5629.OMA.CLT.201204.1227.0052.TFM,2020-12-05 14:39:52,,,36L,2020-12-05 14:39:52
AAL24.CLT.MIA.201204.1417.0075.TFM,2020-12-05 14:40:16,36R,2020-12-05 14:40:16,,
JIA5387.CLT.MLB.201204.1417.0031.TFM,2020-12-05 14:41:01,36R,2020-12-05 14:41:01,,
JIA5298.LIT.CLT.201204.1257.0117.TFM,2020-12-05 14:41:22,,,36L,2020-12-05 14:41:22
AAL2751.PWM.CLT.201204.1232.0044.TFM,2020-12-05 14:41:45,,,36R,2020-12-05 14:41:45
AAL2734.PBI.CLT.201204.1257.0261.TFM,2020-12-05 14:42:13,,,36C,2020-12-05 14:42:13
AAL1894.STL.CLT.201204.1257.0235.TFM,2020-12-05 14:42:34,,,36L,2020-12-05 14:42:34
AAL2556.CLT.JFK.201204.1427.0126.TFM,2020-12-05 14:43:34,36R,2020-12-05 14:43:34,,
AAL914.ORD.CLT.201204.1302.0031.TFM,2020-12-05 14:43:49,,,36L,2020-12-05 14:43:49
JIA5140.CLT.GSO.201204.1422.0027.TFM,2020-12-05 14:44:08,36R,2020-12-05 14:44:08,,
AAL1484.CLT.LAS.201204.1422.0050.TFM,2020-12-05 14:44:17,36C,2020-12-05 14:44:17,,
LXJ588.CLT.ISP.201204.2153.0018.TFM,2020-12-05 14:44:53,36R,2020-12-05 14:44:53,,
JIA5193.PIA.CLT.201204.1257.0145.TFM,2020-12-05 14:45:24,,,36L,2020-12-05 14:45:24
JIA5485.RIC.CLT.201204.1347.0039.TFM,2020-12-05 14:45:53,,,36R,2020-12-05 14:45:53
RPA4629.EYW.CLT.201204.1252.0035.TFM,2020-12-05 14:46:07,,,36C,2020-12-05 14:46:07
RPA4806.CLE.CLT.201204.1307.0034.TFM,2020-12-05 14:46:44,,,36L,2020-12-05 14:46:44
AAL840.CLT.MBJ.201204.1432.0044.TFM,2020-12-05 14:47:45,36C,2020-12-05 14:47:45,,
PDT6221.ITH.CLT.201204.1307.0055.TFM,2020-12-05 14:47:54,,,36R,2020-12-05 14:47:54
JIA5430.CHA.CLT.201204.1342.0065.TFM,2020-12-05 14:48:12,,,36L,2020-12-05 14:48:12
AAL2690.CLT.BNA.201204.1432.0040.TFM,2020-12-05 14:48:37,36C,2020-12-05 14:48:37,,
JIA5615.SAV.CLT.201204.1352.0010.TFM,2020-12-05 14:49:24,,,36C,2020-12-05 14:49:24
AAL2807.CLT.PBI.201204.1427.0120.TFM,2020-12-05 14:49:31,36R,2020-12-05 14:49:31,,
JIA5239.GSP.CLT.201204.1402.0045.TFM,2020-12-05 14:49:44,,,36L,2020-12-05 14:49:44
PDT6061.MDT.CLT.201204.1317.0073.TFM,2020-12-05 14:50:41,,,36R,2020-12-05 14:50:41
JIA5697.CLT.ABE.201204.1432.0011.TFM,2020-12-05 14:50:47,36C,2020-12-05 14:50:47,,
JIA5241.CID.CLT.201204.1247.0066.TFM,2020-12-05 14:51:18,,,36L,2020-12-05 14:51:18
AAL2434.CLT.PHX.201204.1442.0075.TFM,2020-12-05 14:51:46,36C,2020-12-05 14:51:46,,
JIA5574.CLT.EWN.201204.1427.0060.TFM,2020-12-05 14:52:19,36R,2020-12-05 14:52:19,,
JIA5130.PNS.CLT.201204.1342.0053.TFM,2020-12-05 14:52:41,,,36C,2020-12-05 14:52:41
JIA5526.FWA.CLT.201204.1322.0015.TFM,2020-12-05 14:53:07,,,36R,2020-12-05 14:53:07
JIA5148.BTR.CLT.201204.1317.0066.TFM,2020-12-05 14:53:10,,,36L,2020-12-05 14:53:10
RPA4892.JAX.CLT.201204.1342.0032.TFM,2020-12-05 14:54:17,,,36L,2020-12-05 14:54:17
AAL626.CLT.PHL.201204.1432.0047.TFM,2020-12-05 14:54:49,36R,2020-12-05 14:54:49,,
PDT6031.CLT.TRI.201204.1437.0032.TFM,2020-12-05 14:55:12,36C,2020-12-05 14:55:12,,
JIA5353.MSN.CLT.201204.1257.0147.TFM,2020-12-05 14:55:34,,,36L,2020-12-05 14:55:34
JIA5490.ILM.CLT.201204.1402.0021.TFM,2020-12-05 14:55:41,,,36R,2020-12-05 14:55:41
AAL2695.CLT.MCO.201204.1427.0106.TFM,2020-12-05 14:56:19,36C,2020-12-05 14:56:19,,
AAL573.DEN.CLT.201204.1157.0195.TFM,2020-12-05 14:56:55,,,36L,2020-12-05 14:56:55
AAL807.CLT.SLC.201204.1447.0048.TFM,2020-12-05 14:57:08,36C,2020-12-05 14:57:08,,
RPA4788.CLT.HHH.201204.1427.0047.TFM,2020-12-05 14:57:14,36R,2020-12-05 14:57:14,,
JIA5703.IAD.CLT.201204.1342.0063.TFM,2020-12-05 14:58:19,,,36R,2020-12-05 14:58:19
JIA5623.VPS.CLT.201204.1347.0018.TFM,2020-12-05 14:58:21,,,36C,2020-12-05 14:58:21
JIA5541.FSD.CLT.201204.1212.0038.TFM,2020-12-05 14:58:41,,,36L,2020-12-05 14:58:41
AAL1433.TUL.CLT.201204.1242.0029.TFM,2020-12-05 14:59:50,,,36L,2020-12-05 14:59:50
AAL1950.CLT.PLS.201204.1437.0073.TFM,2020-12-05 15:00:00,36R,2020-12-05 15:00:00,,
JIA5246.CLT.CAK.201204.1442.0047.TFM,2020-12-05 15:00:05,36C,2020-12-05 15:00:05,,
AAL2578.BOS.CLT.201204.1257.0262.TFM,2020-12-05 15:00:41,,,36C,2020-12-05 15:00:41
AAL2355.CLT.SXM.201204.1432.0045.TFM,2020-12-05 15:00:52,36R,2020-12-05 15:00:52,,
PDT6110.EVV.CLT.201204.1317.0070.TFM,2020-12-05 15:01:25,,,36L,2020-12-05 15:01:25
PDT6023.CLT.AGS.201204.1427.0048.TFM,2020-12-05 15:01:33,36R,2020-12-05 15:01:33,,
PDT6099.CLT.MOB.201204.1437.0022.TFM,2020-12-05 15:02:19,36C,2020-12-05 15:02:19,,
AAL424.DFW.CLT.201204.1247.0058.TFM,2020-12-05 15:02:36,,,36L,2020-12-05 15:02:36
N651BA.CLT.SAV.201204.1821.0009.TMA,2020-12-05 15:02:50,36R,2020-12-05 15:02:50,,
AAL2933.PHL.CLT.201204.1332.0065.TFM,2020-12-05 15:02:50,,,36C,2020-12-05 15:02:50
JIA5159.CLT.VPS.201204.1432.0025.TFM,2020-12-05 15:03:49,36R,2020-12-05 15:03:49,,
RPA4710.ATW.CLT.201204.1257.0084.TFM,2020-12-05 15:04:08,,,36L,2020-12-05 15:04:08
JIA5360.CAE.CLT.201204.1407.0096.TFM,2020-12-05 15:04:25,,,36C,2020-12-05 15:04:25
JIA5338.CLT.CHS.201204.1432.0020.TFM,2020-12-05 15:04:44,36R,2020-12-05 15:04:44,,
JIA5341.DAY.CLT.201204.1332.0040.TFM,2020-12-05 15:05:14,,,36R,2020-12-05 15:05:14
PDT6151.MOB.CLT.201204.1342.0061.TFM,2020-12-05 15:05:32,,,36L,2020-12-05 15:05:32
RPA4511.CLT.CLE.201204.1447.0021.TFM,2020-12-05 15:05:56,36C,2020-12-05 15:05:56,,
JIA5644.CLT.FAY.201204.1427.0053.TFM,2020-12-05 15:06:46,36R,2020-12-05 15:06:46,,
AAL829.CLT.MEX.201204.1437.0092.TFM,2020-12-05 15:06:54,36C,2020-12-05 15:06:54,,
JIA5055.XNA.CLT.201204.1257.0118.TFM,2020-12-05 15:07:10,,,36L,2020-12-05 15:07:10
JIA5635.CLT.SGF.201204.1442.0078.TFM,2020-12-05 15:07:35,36C,2020-12-05 15:07:35,,
RPA4789.MYR.CLT.201204.1407.0035.TFM,2020-12-05 15:07:40,,,36R,2020-12-05 15:07:40
RPA4523.ALB.CLT.201204.1252.0028.TFM,2020-12-05 15:08:15,,,36L,2020-12-05 15:08:15
AAL897.DCA.CLT.201204.1347.0030.TFM,2020-12-05 15:08:17,,,36C,2020-12-05 15:08:17
AAL1108.CLT.LGA.201204.1447.0059.TFM,2020-12-05 15:09:11,36R,2020-12-05 15:09:11,,
VTE3401.BKW.CLT.201204.1357.0019.TFM,2020-12-05 15:09:47,,,36L,2020-12-05 15:09:47
PDT6037.CLT.CAE.201204.1432.0012.TFM,2020-12-05 15:09:55,36R,2020-12-05 15:09:55,,
JIA5513.CLT.BTV.201204.1442.0079.TFM,2020-12-05 15:10:19,36C,2020-12-05 15:10:19,,
JIA5219.FAY.CLT.201204.1412.0026.TFM,2020-12-05 15:10:29,,,36R,2020-12-05 15:10:29
AAL2877.MIA.CLT.201204.1327.0151.TFM,2020-12-05 15:11:01,,,36C,2020-12-05 15:11:01
JIA5385.TYS.CLT.201204.1407.0031.TFM,2020-12-05 15:11:17,,,36L,2020-12-05 15:11:17
AAL2856.CLT.CZM.201204.1447.0049.TFM,2020-12-05 15:12:11,36R,2020-12-05 15:12:11,,
PDT6095.TOL.CLT.201204.1332.0031.TFM,2020-12-05 15:12:50,,,36L,2020-12-05 15:12:50
AAL404.CLT.BOS.201204.1447.0046.TFM,2020-12-05 15:13:09,36R,2020-12-05 15:13:09,,
JIA5639.CLT.CVG.201204.1447.0031.TFM,2020-12-05 15:13:16,36C,2020-12-05 15:13:16,,
JIA5256.CHS.CLT.201204.1417.0022.TFM,2020-12-05 15:13:59,,,36R,2020-12-05 15:13:59
JIA5527.CLT.GPT.201204.1447.0060.TFM,2020-12-05 15:14:03,36C,2020-12-05 15:14:03,,
JIA5643.BHM.CLT.201204.1352.0008.TFM,2020-12-05 15:14:17,,,36L,2020-12-05 15:14:17
JIA5223.CLT.DSM.201204.1452.0033.TFM,2020-12-05 15:14:49,36C,2020-12-05 15:14:49,,
JIA5379.MKE.CLT.201204.1257.0127.TFM,2020-12-05 15:15:20,,,36L,2020-12-05 15:15:20
JIA5397.CLT.MYR.201204.1437.0035.TFM,2020-12-05 15:15:37,36R,2020-12-05 15:15:37,,
JIA5683.CLT.BHM.201204.1442.0080.TFM,2020-12-05 15:15:45,36C,2020-12-05 15:15:45,,
JIA5264.ORF.CLT.201204.1357.0134.TFM,2020-12-05 15:16:07,,,36R,2020-12-05 15:16:07
AAL1444.JFK.CLT.201204.1312.0047.TFM,2020-12-05 15:16:13,,,36C,2020-12-05 15:16:13
AAL1928.BNA.CLT.201204.1327.0133.TFM,2020-12-05 15:16:48,,,36L,2020-12-05 15:16:48
AAL879.CLT.AUA.201204.1447.0050.TFM,2020-12-05 15:17:47,36R,2020-12-05 15:17:47,,
AAL2227.MSP.CLT.201204.1242.0036.TFM,2020-12-05 15:17:53,,,36L,2020-12-05 15:17:53
JIA5131.SHV.CLT.201204.1322.0011.TFM,2020-12-05 15:18:34,,,36C,2020-12-05 15:18:34
JIA5457.CLT.SRQ.201204.1442.0051.TFM,2020-12-05 15:18:39,36R,2020-12-05 15:18:39,,
RPA4688.DSM.CLT.201204.1257.0080.TFM,2020-12-05 15:19:23,,,36L,2020-12-05 15:19:23
JIA5237.CLT.CRW.201204.1422.0019.TFM,2020-12-05 15:19:55,36C,2020-12-05 15:19:55,,
PDT6022.GSO.CLT.201204.1417.0051.TFM,2020-12-05 15:20:03,,,36R,2020-12-05 15:20:03
JIA5420.CLT.MKE.201204.1507.0067.TFM,2020-12-05 15:20:43,36C,2020-12-05 15:20:43,,
PDT6121.MGM.CLT.201204.1322.0034.TFM,2020-12-05 15:20:53,,,36L,2020-12-05 15:20:53
PDT6086.ROA.CLT.201204.1357.0080.TFM,2020-12-05 15:21:19,,,36C,2020-12-05 15:21:19
AAL980.BWI.CLT.201204.1352.0040.TFM,2020-12-05 15:21:49,,,36R,2020-12-05 15:21:49
RPA4878.OKC.CLT.201204.1247.0050.TFM,2020-12-05 15:22:25,,,36L,2020-12-05 15:22:25
FDX3101.CLT.AFW.201204.1643.0034.TFM,2020-12-05 15:23:03,36C,2020-12-05 15:23:03,,
JIA5077.CLT.DAB.201204.1502.0062.TFM,2020-12-05 15:23:42,36R,2020-12-05 15:23:42,,
RPA4845.ATL.CLT.201204.1407.0018.TFM,2020-12-05 15:23:53,,,36L,2020-12-05 15:23:53
SWA565.BWI.CLT.201204.1357.0178.TFM,2020-12-05 15:24:11,,,36C,2020-12-05 15:24:11
RPA4747.IND.CLT.201204.1317.0075.TFM,2020-12-05 15:25:29,,,36L,2020-12-05 15:25:29
RPA5675.DTW.CLT.201204.1347.0024.TFM,2020-12-05 15:27:15,,,36C,2020-12-05 15:27:15
DAL1680.CLT.ATL.201204.1522.0049.TFM,2020-12-05 15:30:58,36C,2020-12-05 15:30:58,,
AAL2685.MCO.CLT.201204.1407.0073.TFM,2020-12-05 15:32:06,,,36C,2020-12-05 15:32:06
DAL2350.ATL.CLT.201204.1457.0218.TFM,2020-12-05 15:55:49,,,36C,2020-12-05 15:55:49
N924BD.CLT.MSN.201205.1331.0022.TMA,2020-12-05 16:00:23,36R,2020-12-05 16:00:23,,
GJS4393.EWR.CLT.201204.1402.0081.TFM,2020-12-05 16:03:08,,,36C,2020-12-05 16:03:08
AAL2755.CLT.MSP.201204.1607.0103.TFM,2020-12-05 16:07:07,36C,2020-12-05 16:07:07,,
RPA4522.CLT.OKC.201204.1607.0070.TFM,2020-12-05 16:10:14,36C,2020-12-05 16:10:14,,
AAL834.LGA.CLT.201204.1437.0076.TFM,2020-12-05 16:10:20,,,36R,2020-12-05 16:10:20
AAL456.DFW.CLT.201204.1422.0044.TFM,2020-12-05 16:11:00,,,36L,2020-12-05 16:11:00
JIA5709.CLT.GRR.201204.1602.0050.TFM,2020-12-05 16:11:34,36C,2020-12-05 16:11:34,,
JIA5624.CLT.TLH.201204.1602.0055.TFM,2020-12-05 16:12:07,36R,2020-12-05 16:12:07,,
RPA5782.LGA.CLT.201204.1437.0029.TFM,2020-12-05 16:13:27,,,36R,2020-12-05 16:13:27
RPA4923.CLT.SDF.201204.1602.0037.TFM,2020-12-05 16:14:38,36C,2020-12-05 16:14:38,,
RPA4596.CLT.EYW.201204.1607.0065.TFM,2020-12-05 16:15:08,36R,2020-12-05 16:15:08,,
AAL2027.CLT.STT.201204.1602.0070.TFM,2020-12-05 16:16:12,36R,2020-12-05 16:16:12,,
AAL2099.CLT.SXM.201204.1607.0090.TFM,2020-12-05 16:18:00,36C,2020-12-05 16:18:00,,
FFT199.CLT.DEN.201204.1602.0031.TFM,2020-12-05 16:19:00,36C,2020-12-05 16:19:00,,
AAL841.CLT.BZE.201204.1607.0089.TFM,2020-12-05 16:20:02,36C,2020-12-05 16:20:02,,
RPA4563.CLT.MSY.201204.1602.0041.TFM,2020-12-05 16:21:09,36C,2020-12-05 16:21:09,,
CFMKZ.YTZ.CLT.201205.0058.0003.TFM,2020-12-05 16:21:41,,,36R,2020-12-05 16:21:41
JIA5535.CLT.TYS.201204.1607.0071.TFM,2020-12-05 16:22:09,36C,2020-12-05 16:22:09,,
AAL2810.CLT.PBI.201204.1607.0092.TFM,2020-12-05 16:23:15,36R,2020-12-05 16:23:15,,
AAL550.CLT.ORD.201204.1612.0064.TFM,2020-12-05 16:23:53,36C,2020-12-05 16:23:53,,
EJA532.APF.CLT.201204.1502.0110.TFM,2020-12-05 16:24:17,,,36R,2020-12-05 16:24:17
RPA4866.CLT.AUS.201204.1602.0064.TFM,2020-12-05 16:25:14,36C,2020-12-05 16:25:14,,
PDT6231.CLT.CHO.201204.1607.0076.TFM,2020-12-05 16:25:52,36R,2020-12-05 16:25:52,,
AAL1990.CLT.TPA.201204.1612.0066.TFM,2020-12-05 16:27:04,36R,2020-12-05 16:27:04,,
